Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:38:16,2023-09-29 07:38:17,0.728s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:38:17,2023-09-29 07:38:19,2.342s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:19,2023-09-29 07:38:21,1.723s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:38:21,2023-09-29 07:38:22,0.476s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:38:22,2023-09-29 07:38:22,0.489s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:22,2023-09-29 07:38:23,1.388s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:23,2023-09-29 07:38:24,0.697s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:38:24,2023-09-29 07:38:25,0.859s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:25,2023-09-29 07:38:26,0.705s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:26,2023-09-29 07:38:26,0.725s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:38:26,2023-09-29 07:38:27,0.746s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Tier_createcustomer-customerregist_831bae""), ""address1"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:27,2023-09-29 07:38:28,0.697s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Address_createcustomer-customerreg_2c8b43""), ""address2"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:28,2023-09-29 07:38:29,0.707s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Address 2_createcustomer-customerregi_b33ca3""), ""0801"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:38:29,2023-09-29 07:38:29,0.721s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Contact No_createcustomer-customerreg_0f8d35""), ""region"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:29,2023-09-29 07:38:30,0.832s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Region_createcustomer-customerregiste_b1824f""), ""province"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:38:30,2023-09-29 07:38:31,0.753s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:38:31,2023-09-29 07:38:32,0.671s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""))",Chrome 117.0.0.0,,,2023-09-29 07:38:32,2023-09-29 07:38:32,0.490s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_JNE Express""))",Chrome 117.0.0.0,,,2023-09-29 07:38:32,2023-09-29 07:38:33,0.500s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:38:33,2023-09-29 07:38:33,0.486s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:38:33,2023-09-29 07:38:34,0.486s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:38:34,2023-09-29 07:38:35,1.034s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:38:35,2023-09-29 07:38:35,0.577s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:38:35,2023-09-29 07:38:36,0.721s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:38:38,2023-09-29 07:38:38,0.001s,PASSED
,,,,,,,
Test Cases/Functionality/negative-testcase2/regist new cust but empty address1,Chrome 117.0.0.0,,,2023-09-29 07:38:38,2023-09-29 07:39:31,52.608s,PASSED
randomText = RandomStringUtils.randomAlphanumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:38:38,2023-09-29 07:38:38,0.001s,PASSED
randomNum = RandomStringUtils.randomNumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:38:38,2023-09-29 07:38:38,0.000s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-29 07:38:38,2023-09-29 07:38:39,1.198s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-29 07:38:39,2023-09-29 07:38:55,15.945s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-29 07:38:55,2023-09-29 07:38:56,0.716s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-29 07:38:56,2023-09-29 07:38:57,0.407s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-29 07:38:57,2023-09-29 07:38:57,0.358s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-29 07:38:57,2023-09-29 07:39:06,9.202s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:39:06,2023-09-29 07:39:07,0.738s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:39:07,2023-09-29 07:39:09,2.299s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:09,2023-09-29 07:39:11,1.738s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:39:11,2023-09-29 07:39:11,0.370s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:39:11,2023-09-29 07:39:12,0.485s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:12,2023-09-29 07:39:13,1.391s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:13,2023-09-29 07:39:14,0.930s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:39:14,2023-09-29 07:39:15,1.105s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:15,2023-09-29 07:39:16,0.720s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:16,2023-09-29 07:39:17,0.838s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:39:17,2023-09-29 07:39:18,0.864s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_NPWP_createcustomer-customerregister-_b2e4d8""), ""tier"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:18,2023-09-29 07:39:18,0.750s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Address_createcustomer-customerreg_2c8b43""), ""address2"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:18,2023-09-29 07:39:19,0.828s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Address 2_createcustomer-customerregi_b33ca3""), ""0801"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:39:19,2023-09-29 07:39:22,2.469s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Contact No_createcustomer-customerreg_0f8d35""), ""region"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:22,2023-09-29 07:39:23,0.978s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Region_createcustomer-customerregiste_b1824f""), ""province"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:39:23,2023-09-29 07:39:23,0.844s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:39:23,2023-09-29 07:39:24,0.656s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""))",Chrome 117.0.0.0,,,2023-09-29 07:39:24,2023-09-29 07:39:25,0.480s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_JNE Express""))",Chrome 117.0.0.0,,,2023-09-29 07:39:25,2023-09-29 07:39:25,0.585s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:39:25,2023-09-29 07:39:26,0.584s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:39:26,2023-09-29 07:39:26,0.564s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:39:26,2023-09-29 07:39:27,1.052s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:39:27,2023-09-29 07:39:28,0.470s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:39:28,2023-09-29 07:39:28,0.683s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:39:31,2023-09-29 07:39:31,0.000s,PASSED
,,,,,,,
Test Cases/Functionality/negative-testcase2/regist new cust but empty address2,Chrome 117.0.0.0,,,2023-09-29 07:39:31,2023-09-29 07:40:23,52.469s,PASSED
randomText = RandomStringUtils.randomAlphanumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:39:31,2023-09-29 07:39:31,0.000s,PASSED
randomNum = RandomStringUtils.randomNumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:39:31,2023-09-29 07:39:31,0.002s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-29 07:39:31,2023-09-29 07:39:32,1.214s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-29 07:39:32,2023-09-29 07:39:49,16.591s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-29 07:39:49,2023-09-29 07:39:49,0.811s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-29 07:39:49,2023-09-29 07:39:50,0.451s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-29 07:39:50,2023-09-29 07:39:50,0.433s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-29 07:39:50,2023-09-29 07:40:00,9.777s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:40:00,2023-09-29 07:40:01,0.721s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:40:01,2023-09-29 07:40:03,2.257s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:03,2023-09-29 07:40:05,1.752s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:40:05,2023-09-29 07:40:05,0.383s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:40:05,2023-09-29 07:40:06,0.505s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:06,2023-09-29 07:40:07,1.391s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:07,2023-09-29 07:40:08,0.817s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:40:08,2023-09-29 07:40:09,0.870s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:09,2023-09-29 07:40:10,0.714s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:10,2023-09-29 07:40:10,0.831s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:40:10,2023-09-29 07:40:11,0.763s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_NPWP_createcustomer-customerregister-_b2e4d8""), ""tier"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:11,2023-09-29 07:40:12,0.790s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Tier_createcustomer-customerregist_831bae""), ""address1"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:12,2023-09-29 07:40:13,0.868s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Address 2_createcustomer-customerregi_b33ca3""), ""0801"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:40:13,2023-09-29 07:40:14,1.597s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Contact No_createcustomer-customerreg_0f8d35""), ""region"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:14,2023-09-29 07:40:15,0.736s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Region_createcustomer-customerregiste_b1824f""), ""province"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:40:15,2023-09-29 07:40:16,0.728s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:40:16,2023-09-29 07:40:17,0.678s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""))",Chrome 117.0.0.0,,,2023-09-29 07:40:17,2023-09-29 07:40:17,0.583s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_JNE Express""))",Chrome 117.0.0.0,,,2023-09-29 07:40:17,2023-09-29 07:40:18,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:40:18,2023-09-29 07:40:18,0.582s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:40:18,2023-09-29 07:40:19,0.475s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:40:19,2023-09-29 07:40:20,1.036s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:40:20,2023-09-29 07:40:20,0.474s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:40:20,2023-09-29 07:40:21,0.710s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:40:23,2023-09-29 07:40:23,0.000s,PASSED
,,,,,,,
Test Cases/Functionality/negative-testcase2/regist new cust but empty contactNumber,Chrome 117.0.0.0,,,2023-09-29 07:40:23,2023-09-29 07:41:22,59.159s,PASSED
randomText = RandomStringUtils.randomAlphanumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:40:23,2023-09-29 07:40:23,0.001s,PASSED
randomNum = RandomStringUtils.randomNumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:40:23,2023-09-29 07:40:23,0.001s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-29 07:40:23,2023-09-29 07:40:24,1.142s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-29 07:40:24,2023-09-29 07:40:45,20.154s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-29 07:40:45,2023-09-29 07:40:45,0.796s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-29 07:40:45,2023-09-29 07:40:46,0.455s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-29 07:40:46,2023-09-29 07:40:46,0.426s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-29 07:40:46,2023-09-29 07:40:59,13.162s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:40:59,2023-09-29 07:41:00,0.732s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:41:00,2023-09-29 07:41:03,2.393s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:03,2023-09-29 07:41:04,1.745s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:41:04,2023-09-29 07:41:05,0.380s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:41:05,2023-09-29 07:41:05,0.483s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:05,2023-09-29 07:41:07,1.401s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:07,2023-09-29 07:41:07,0.713s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:41:07,2023-09-29 07:41:08,0.745s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:08,2023-09-29 07:41:09,0.707s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:09,2023-09-29 07:41:10,0.737s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:41:10,2023-09-29 07:41:10,0.760s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_NPWP_createcustomer-customerregister-_b2e4d8""), ""tier"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:10,2023-09-29 07:41:11,0.784s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Tier_createcustomer-customerregist_831bae""), ""address1"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:11,2023-09-29 07:41:12,0.844s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Address_createcustomer-customerreg_2c8b43""), ""address2"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:12,2023-09-29 07:41:14,1.628s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Contact No_createcustomer-customerreg_0f8d35""), ""region"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:14,2023-09-29 07:41:14,0.745s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Region_createcustomer-customerregiste_b1824f""), ""province"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:41:14,2023-09-29 07:41:15,0.736s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:41:15,2023-09-29 07:41:16,0.745s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""))",Chrome 117.0.0.0,,,2023-09-29 07:41:16,2023-09-29 07:41:16,0.499s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_JNE Express""))",Chrome 117.0.0.0,,,2023-09-29 07:41:16,2023-09-29 07:41:17,0.585s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:41:17,2023-09-29 07:41:17,0.582s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:41:17,2023-09-29 07:41:18,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:41:18,2023-09-29 07:41:19,1.016s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:41:19,2023-09-29 07:41:19,0.481s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:41:19,2023-09-29 07:41:20,0.721s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:41:22,2023-09-29 07:41:22,0.001s,PASSED
,,,,,,,
Test Cases/Functionality/negative-testcase2/regist new cust but empty region,Chrome 117.0.0.0,,,2023-09-29 07:41:22,2023-09-29 07:42:23,1m - 1.067s,PASSED
randomText = RandomStringUtils.randomAlphanumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:41:23,2023-09-29 07:41:23,0.001s,PASSED
randomNum = RandomStringUtils.randomNumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:41:23,2023-09-29 07:41:23,0.000s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-29 07:41:23,2023-09-29 07:41:24,1.164s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-29 07:41:24,2023-09-29 07:41:48,23.953s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-29 07:41:48,2023-09-29 07:41:48,0.719s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-29 07:41:48,2023-09-29 07:41:49,0.451s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-29 07:41:49,2023-09-29 07:41:49,0.387s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-29 07:41:49,2023-09-29 07:41:59,9.782s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:41:59,2023-09-29 07:42:00,1.404s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:42:00,2023-09-29 07:42:03,2.355s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:03,2023-09-29 07:42:04,1.713s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:42:04,2023-09-29 07:42:05,0.365s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:42:05,2023-09-29 07:42:05,0.477s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:05,2023-09-29 07:42:07,1.399s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:07,2023-09-29 07:42:07,0.685s,PASSED
